Company Name,Triggers,Description,Primary Industry,Size,Type,Location,HQ_STATE,HQ_CITY,Country,Domain,LinkedIn URL,Enrich Company,Employee Count,Founded,Follower Count,Research company ICP with AI,Confidence,Evidence Quote,Role,Has ngAbs Program,Company Research Narrative,Conference Presence,Modality Types,Antibody Trials Overview,ngAb Press Mentions (News),NA Site Classification,Record ID,Site Verdict,Lab & Process Job Openings,LinkedIn URL (Confirmed Only),Update People Search (Find people Table) - 2026-06-03T17:04:45.167Z,Contacts,data status,Share,NA Site Verdict,NA Sites Detail,Review Disposition,Review Note,Reclassify Verdict,Reclassify Evidence
COUR Pharma,,"COUR is a clinical-stage biotechnology company working to reprogram the immune system to restore health in people suffering from autoimmune diseases. Using our proprietary COUR nanoparticle (CNP) platform for antigen-specific immune tolerance, we develop first-in-class disease-modifying therapies that target disease at its root—without suppressing normal immune system function. With programs in primary biliary cholangitis (PBC), type 1 diabetes (T1D), myasthenia gravis (MG), and celiac disease, COUR is advancing a new standard for immune-modifying therapies.",Biotechnology Research,51-200 employees,Privately Held,"Evanston, Illinois",Illinois,Evanston,United States,courpharma.com,https://www.linkedin.com/company/courpharma,COUR Pharma,62,2015,6564,Response,high,"From the Platform page: ""Our COUR nanoparticles (CNPs) are developed with our first-in-class, antigen-specific, immune tolerance platform technology designed to drive the discovery and development of therapies. CNPs provide safer, more targeted, and durable relief across a range of indications...""; From the Pipeline page: ""CNP-104 encapsulates the autoantigen PDC-E2 to reprogram the immune system...""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Platform page: ""Our COUR nanoparticles (CNPs) are developed with our first-in-class, antigen-specific, immune tolerance platform technology designed to drive the discovery and development of therapies. CNPs provide safer, more targeted, and durable relief across a range of indications...""; From the Pipeline page: ""CNP-104 encapsulates the autoantigen PDC-E2 to reprogram the immune system..."".",,none,,,,recCQBAbS2QpMBzYo,pending,❌ No Job Found,,,"""Navneet K Tyagi, Ph. D.""",,,,,,,,
HDT Bio,,"HDT Bio is a vaccine and immunotherapy Biotechnology company developing drugs for immunotherapy of cancers and infectious diseases with next-generation approaches designed to enable the body’s immune system to prevent and cure disease. We have engineered our technologies to Access, Activate, and Amplify the immune system’s natural ability to create antibodies and T-cells that fight cancer and infectious diseases such as SARS-CoV-2. We are developing multiple product candidates from our proprietary discovery platforms, including LIONTM, which has the potential to provide health benefits to a broad patient population. Our products are designed to be cost-effective solutions to unmet medical needs and complementary to existing, cutting-edge immunotherapies. 

HDT Bio offers a comprehensive compensation plan, which includes health insurance for employees and dependents (inclusive of multiple plans to choose from, including a $0 premium plan with HSA and company contribution), generous PTO (11 observed holidays and week-long year-end closure), stock options with Carta Tax Advisory for equity and tax support, flexible spending accounts (FSAs), commuting benefits (ORCA or paid parking), and retirement benefits with company match. 

HDT Bio Corp. is an equal opportunity employer committed to a diverse and inclusive workforce.",Biotechnology Research,51-200 employees,Privately Held,"Seattle, Washington",Washington,Seattle,United States,hdt.bio,https://www.linkedin.com/company/hdt-bio,HDT Bio,53,2018,6563,Response,high,"From the Technology page: ""Junction Openers (JOs) increase the tumor penetrance, and therefore improve the efficacy of diverse therapeutics including chemotherapeutics (Paclitaxel, Doxil, Cisplatin), antibodies (Herceptin), oncolytic viruses (Adenovirus), and cell therapies.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Technology page: ""Junction Openers (JOs) increase the tumor penetrance, and therefore improve the efficacy of diverse therapeutics including chemotherapeutics (Paclitaxel, Doxil, Cisplatin), antibodies (Herceptin), oncolytic viruses (Adenovirus), and cell therapies."".",,none,,,,recfUacwYQXwiAhLU,pending,❌ No Job Found,,,,,,,,,,,
DELPHARM MONTREAL,,"The Montreal site, located in Pointe-Claire Canada, specializes in the manufacture and packaging of semi-solid and non-sterile liquid dosage forms.

The strength of Delpharm Montréal lies in the commitment and expertise of its employees, who are on hand to help customers realize their projects in the following dosage forms: creams and ointments, gels, solutions, syrups, oral solutions and nasal sprays.

Would you like to work at the heart of the pharmaceutical industry? Discover a variety of professions? Work on a wide range of projects? Be seen as a key player in delivering sustainable customer satisfaction? 

Please send your application to job.montreal@delpharm.com",Pharmaceutical Manufacturing,201-500 employees,Privately Held,"Pointe-Claire, Quebec",Quebec,Pointe-Claire,Canada,delpharm.com,https://www.linkedin.com/company/delpharm-montreal,Delpharm,3941,,71126,Response,high,"From the Expertise page: 'Our expertise covers solid, sterile, semi-solid and liquid forms'",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Expertise page: 'Our expertise covers solid, sterile, semi-solid and liquid forms'.",,none,,,,recDECWh5RfhnGjDh,excluded,❌ No Job Found,,,,,,,,,,excluded,"From the homepage: ""Delpharm figure parmi les principaux acteurs mondiaux du secteur CDMO, spécialisé dans le développement et la fabrication de médicaments... Nos expertises couvrent les formes solides, stériles, semi-solides et liquides."" Dose-form/fill-finish CDMO with no biologics or antibody ca"
Eupraxia Pharmaceuticals Inc.,,"Eupraxia Pharmaceuticals is a public, clinical-stage biotechnology company focused on the development of locally delivered, extended-release products that have the potential to address therapeutic areas with high unmet medical need. 

DiffusphereTM, a proprietary, polymer-based micro-sphere technology, is designed to facilitate targeted drug delivery of both existing and novel drugs. The technology is designed to support extended duration of effect and delivery of drugs in a hyper-localized fashion, targeting only the tissues that physicians are wanting to treat. We believe the potential for fewer adverse events may be achieved through the precision targeting and the stable and flat delivery of the active ingredient when using the DiffusphereTM technology, versus the peaks and troughs seen with more traditional drug delivery methods. 

The precision of Eupraxia's DiffusphereTM technology platform has the potential to augment and transform existing FDA-approved drugs to improve their safety, tolerability, efficacy and duration of effect. The potential uses in therapeutic areas may go beyond pain and inflammatory gastrointestinal disease, where Eupraxia currently is developing advanced treatments, to also be applicable in oncology, infectious disease and other critical disease areas.",Biotechnology,51-200 employees,Public Company,"Vancouver, British Columbia",British Columbia,Vancouver,Canada,eupraxiapharma.com,https://www.linkedin.com/company/eupraxia-pharmaceuticals-inc-,Eupraxia Pharmaceuticals Inc.,56,2012,6380,Response,high,"From the Home page: ""Eupraxia is a clinical-stage biotechnology company developing targeted therapies that leverage a proprietary extended-release delivery system to provide the right dose of a drug, in the right place, for the right amount of time.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Home page: ""Eupraxia is a clinical-stage biotechnology company developing targeted therapies that leverage a proprietary extended-release delivery system to provide the right dose of a drug, in the right place, for the right amount of time."".",,none,,,,recpys7r9feh6mZ58,pending,Returned 1 Jobs,,,"Natalia Zisman,Troy Loss",,,,,,,,
Regis Technologies,,"From July 2025, Regis Technologies is part of ESTEVE CDMO. 

ESTEVE CDMO is a global Contract Development and Manufacturing Organization (CDMO) providing services for early stage to commercial of small-molecule Active Pharmaceutical Ingredients (APIs). 
With facilities in Spain, Mexico, China, and the United States, ESTEVE CDMO partners with pharma and biotech companies to accelerate innovation while ensuring the highest standards of quality, safety, and compliance.

In addition, ESTEVE CDMO continues to deliver high-quality chromatography products under the Regis Chromatography brand.",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Morton Grove, IL",IL,Morton Grove,United States,esteve.com,https://www.linkedin.com/company/regis-technologies,ESTEVE,2290,1929,112710,Response,high,"From the Pipeline page (https://www.esteve.com/en/pipeline): ""ESTEVE CDMO, the global pure-play CDMO specializing in high-quality small-molecule APIs and advanced pharmaceutical intermediates, today announced that it would add to its plans for the buildout of a new production unit...""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Pipeline page (https://www.esteve.com/en/pipeline): ""ESTEVE CDMO, the global pure-play CDMO specializing in high-quality small-molecule APIs and advanced pharmaceutical intermediates, today announced that it would add to its plans for the buildout of a new production unit..."".",,none,,,,rec5J7kh5JxS7G0MC,pending,❌ No Job Found,,,,,,,,,,,
Norwich Pharma Services,,"Norwich is a leading provider of contract manufacturing and clinical services for the pharmaceuticals industry. We apply more than 127 years of experience and innovation to the manufacturing, packaging and quality control of pharmaceutical products.

Founded upon our reputation for quality, compliance and dependability, we strive to deliver uncommon value and be the first choice of customers for contract pharmaceutical services.",Pharmaceutical Manufacturing,201-500 employees,Privately Held,"Norwich, New York",New York,Norwich,United States,norwichpharma.com,https://www.linkedin.com/company/norwich-pharmaceuticals,Alvogen,469,2009,39417,Response,high,"From the OutsourcedPharma business strategy page: ""Norwich's service offering centers around what we do best – commercial manufacturing of solid dosage products.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the OutsourcedPharma business strategy page: ""Norwich's service offering centers around what we do best – commercial manufacturing of solid dosage products."".",,none,,,,recYnuGucrBtvSXs8,pending,❌ No Job Found,,,William VanOrden,,,,,,,,
"Eureka Therapeutics, Inc",,"Eureka Therapeutics is a privately held biotechnology company located in the San Francisco Bay Area, focused on breakthrough immunotherapies for the treatment of cancer.

Utilizing our antibody drug discovery and engineering technologies, we are advancing safe and effective therapies for targeting previously inaccessible cancer antigens. We have built an early stage pipeline of innovative drugs, with the most advanced candidates at pre-clinical stage.

Eureka Therapeutics is a leader in the discovery of novel antibody immunotherapies. We utilize a paradigm-changing technology platform to develop fully-human antibodies against intracellular cancer antigens. In collaboration with Memorial Sloan-Kettering Cancer Center, we were the first-to-demonstrate in vivo efficacy of a human IgG1 antibody against an intracellular cancer antigen. Our most advanced program is at preclinical stage and being developed in partnership with Novartis.",Biotechnology Research,51-200 employees,Privately Held,"Emeryville, CA",CA,Emeryville,United States,eurekatherapeutics.com,https://www.linkedin.com/company/eureka-therapeutics-inc,"Eureka Therapeutics, Inc",48,2006,6395,Response,high,"From the Technology page: ""A target-binding domain derived from an antibody Fab fragment panned from Eureka’s E-ALPHA Phage Display Platform.""",platform company,yes,"platform company developing bispecific antibodies, BiTEs, antibody fragments. Verdict: yes (confidence: high). Evidence: From the Technology page: ""A target-binding domain derived from an antibody Fab fragment panned from Eureka’s E-ALPHA Phage Display Platform."".",,"bispecific antibodies, BiTEs, antibody fragments",,,Response,recQt1HuKmk4Cj4rT,excluded,❌ No Job Found,,,,,,,,,,,
Emalex Biosciences,,Emalex Biosciences is in late-stage development for a new class of drug for patients with Tourette syndrome and other neurological disorders.,Biotechnology Research,51-200 employees,Privately Held,"Chicago, Illinois",Illinois,Chicago,United States,emalexbiosciences.com,https://www.linkedin.com/company/emalex-biosciences,Emalex Biosciences,54,2018,6314,Response,high,"From the News page: ""Ecopipam, Emalex’s investigational asset for pediatric Tourette syndrome (TS), is a first‑in‑class selective dopamine D1 receptor antagonist.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the News page: ""Ecopipam, Emalex’s investigational asset for pediatric Tourette syndrome (TS), is a first‑in‑class selective dopamine D1 receptor antagonist."".",,none,,,,recxYZtyBFyG5Cuum,pending,❌ No Job Found,,,,,,,,,,,
"PMV Pharmaceuticals, Inc.",,"At PMV, we believe that by specifically targeting each mutant p53 we can fundamentally disrupt the course of cancer. Our research and development efforts are dedicated to selectively targeting mutant p53, providing unique therapies for any patient whose tumor harbors these gene mutations.",Biotechnology Research,51-200 employees,Public Company,"Princeton, New Jersey",New Jersey,Princeton,United States,pmvpharma.com,https://www.linkedin.com/company/pmv-pharmaceuticals-inc.,"PMV Pharmaceuticals, Inc.",69,2013,6296,Response,high,"From the Pipeline page: ""PMV Pharma is at the forefront of precision oncology, focusing on the discovery and development of small-molecule therapies. Our tumor agnostic approach targets specific genetic alterations, developing therapies not restricted to a specific cancer or tissue type.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Pipeline page: ""PMV Pharma is at the forefront of precision oncology, focusing on the discovery and development of small-molecule therapies. Our tumor agnostic approach targets specific genetic alterations, developing therapies not restricted to a specific cancer or tissue type."".",,none,,,,recR1DBFr55pfjvrJ,pending,❌ No Job Found,,,,,,,,,,,
GBI Bio,,"GBI, based near Fort Lauderdale, Florida, is a fully integrated, customer-focused cGMP Contract Development Manufacturing Organization (CDMO) of Biosimilar and innovative monoclonal antibodies, recombinant proteins, vaccines, Antibody Drug Conjugates (ADCs), and other bioconjugates. 

GBI offers a wide range of Single Source Solution services, including cell line development, GMP master cell banking, proof-of-concept development, cell culture, purification, and bioconjugation process development, scale-up, GLP pilot manufacturing for Tox animal studies, and cGMP manufacturing with fill & finish for human clinical trials.  

These core services are complemented by full support relative to assay development and qualification, analytical and microbiological Quality Control (QC), and Quality Assurance and Regulatory Affairs (QA/RA).  With over 20 years of experience as an independent contract development and manufacturing service provider, GBI has worked with organizations of all sizes, from academic research institutions and virtual biotech start-ups to large, established multinational corporations.",Biotechnology Research,51-200 employees,Privately Held,"Fort Lauderdale, Florida",Florida,Fort Lauderdale,United States,gbibio.com,https://www.linkedin.com/company/gbi-bio,GBI Bio,87,,6194,Response,high,"From the Bioconjugation Services page: ""As a top-tier US-based CDMO, GBI offers comprehensive bioconjugation services to support the full life cycle of antibody conjugates and complex biologics."" From the Innovation in Bispecific and Multi-Specific Antibody Engineering page: ""[GBI Bio] applies its decades of experience to ensure the development of manufacturing protocols for bispecific and multi-specific antibodies meet all technical and regulatory requirements.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, radioimmunoconjugates, antibody fragments. Verdict: yes (confidence: high). Evidence: From the Bioconjugation Services page: ""As a top-tier US-based CDMO, GBI offers comprehensive bioconjugation services to support the full life cycle of antibody conjugates and complex biologics."" From the Innovation in Bispecific and Multi-Specific Antibody Engineering page: ""[GBI Bio] applies its decades of experience to ensure the development of manufacturing protocols for bispecific and multi-specific antibodies meet all technical and regulatory requirements."".",Response,"bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, radioimmunoconjugates, antibody fragments",Response,✅ 10 Results Found,Response,recVKRoKvuYXsKCY4,confirmed,❌ No Job Found,https://www.linkedin.com/company/gbi-bio,People Search Updated,Andrew Majdoch,,,,,,,,
"Armata Pharmaceuticals, Inc.",,"Armata is a clinical-stage biotechnology company focused on the development of precisely targeted bacteriophage therapeutics for the treatment of antibiotic-resistant and difficult-to-treat bacterial infections using its proprietary bacteriophage-based technology. Armata is developing and advancing a broad pipeline of natural and synthetic phage candidates, including clinical candidates for Pseudomonas aeruginosa, Staphylococcus aureus, and other pathogens. Armata is committed to advancing phage with drug development expertise that spans bench to clinic including in-house phage specific cGMP manufacturing.  More information is available at www.armatapharma.com",Biotechnology Research,51-200 employees,Public Company,"Los Angeles, California",California,Los Angeles,United States,armatapharma.com,https://www.linkedin.com/company/armatapharma,"Armata Pharmaceuticals, Inc.",70,2019,6176,Response,high,"From the Company Overview page: ""Armata Pharmaceuticals is a clinical-stage biotechnology company focused on the development of pathogen-specific bacteriophage therapeutics for the treatment of antibiotic-resistant and difficult-to-treat bacterial infections.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Company Overview page: ""Armata Pharmaceuticals is a clinical-stage biotechnology company focused on the development of pathogen-specific bacteriophage therapeutics for the treatment of antibiotic-resistant and difficult-to-treat bacterial infections."".",,none,,,,rec7oPi55Q8ZiZwkY,pending,❌ No Job Found,,,,,,,,,,,
Ourvita Tampa,,"HBI Ion Labs, part of the Ourvita Group, is a U.S. leader in the contract development and manufacturing of innovative dietary supplements. From advanced cap-in-cap and liquid capsules to powders, gummies, and tablets, we bring your ideas to life with precision and excellence.

Our 250 experts operate from a cGMP, FDA-registered facility in Florida, equipped with state-of-the-art technology to ensure every product meets label claims, upholds your brand, and exceeds regulatory standards.

With decades of experience and a passion for innovation, HBI Ion Labs is your trusted turnkey partner for quality and growth.

Learn more about Ourvita by visiting www.ourvita.com and discover more about HBI at www.hbigroup.com",Pharmaceutical Manufacturing,201-500 employees,Public Company,"Largo, FL",FL,Largo,United States,hbiionlabs.com,https://www.linkedin.com/company/ourvita-tampa,❌ Company Not Found,,,,Response,high,"From the Ourvita Our Regions page: ""Since 1983, Ourvita Ion Labs (formerly HBI Ion Labs) has been a Florida-based leader in dietary supplement innovation, producing cap-in-cap capsules, powders, gummies, and tablets with speed, precision, and quality.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Ourvita Our Regions page: ""Since 1983, Ourvita Ion Labs (formerly HBI Ion Labs) has been a Florida-based leader in dietary supplement innovation, producing cap-in-cap capsules, powders, gummies, and tablets with speed, precision, and quality."".",,none,,,,rec18EuU00ukbHOPq,pending,❌ No Job Found,,,,,,,,,,,
Harbour BioMed,,"Harbour BioMed (HKEX: 02142) is a global biopharmaceutical company committed to the discovery, development and commercialization of novel antibody therapeutics focusing on oncology and immunology. The Company is building its robust portfolio and differentiated pipeline through internal R&D capability, collaborations with co-discovery and co-development partners and select acquisitions.

The Company’s proprietary antibody technology platforms Harbour Mice generate fully human monoclonal antibodies in two heavy and two light chain (H2L2) format, as well as heavy chain only (HCAb) format. Building upon the HCAb antibodies, the HCAb-based immune cell engagers (HBICE) are capable of delivering tumor killing effects unachievable by traditional combination therapies. Integrating Harbour Mice with single B cell cloning platform, our antibody discovery engine is highly unique and efficient for development of next generation therapeutic antibodies.  

 
For more information, please visit www.harbourbiomed.com",Biotechnology Research,201-500 employees,Public Company,"Cambridge, Massachusetts",Massachusetts,Cambridge,United States,harbourbiomed.com,https://www.linkedin.com/company/harbour-biomed,Harbour BioMed,111,,6131,Response,high,"From the Homepage: ""Our proprietary antibody technology platform, Harbour Mice ® , generates fully human monoclonal antibodies in both the conventional two heavy and two light chain (H2L2) format and the heavy chain-only (HCAb) format. Building upon HCAb antibodies, the HCAb-based immune cell engagers (HBICE ® ) bispecific antibody technology enables tumor-killing effects that traditional combination therapies cannot achieve. The HCAb-based Antibody Plus technology (HCAb PLUS TM ) provides comprehensive modality solutions for the development of innovative multi-specific medicines in different disease areas.""",platform company,yes,"platform company developing bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the Homepage: ""Our proprietary antibody technology platform, Harbour Mice ® , generates fully human monoclonal antibodies in both the conventional two heavy and two light chain (H2L2) format and the heavy chain-only (HCAb) format. Building upon HCAb antibodies, the HCAb-based immune cell engagers (HBICE ® ) bispecific antibody technology enables tumor-killing effects that traditional combination therapies cannot achieve. The HCAb-based Antibody Plus technology (HCAb PLUS TM ) provides comprehensive modality solutions for the development of innovative multi-specific medicines in different disease areas."".",Response,"bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs",Response,✅ 10 Results Found,Response,recIpjDBOYuUEaaCp,confirmed,❌ No Job Found,https://www.linkedin.com/company/harbour-biomed,People Search Updated,,,,,,,,,
HBI Ion Labs,,"HBI Ion Labs, part of the Ourvita Group, is a U.S. leader in the contract development and manufacturing of innovative dietary supplements. From advanced cap-in-cap and liquid capsules to powders, gummies, and tablets, we bring your ideas to life with precision and excellence.

Our 250 experts operate from a cGMP, FDA-registered facility in Florida, equipped with state-of-the-art technology to ensure every product meets label claims, upholds your brand, and exceeds regulatory standards.

With decades of experience and a passion for innovation, HBI Ion Labs is your trusted turnkey partner for quality and growth.

Learn more about Ourvita by visiting www.ourvita.com and discover more about HBI at www.hbigroup.com",Pharmaceutical Manufacturing,201-500 employees,Public Company,"Largo, FL",FL,Largo,United States,hbiionlabs.com,https://www.linkedin.com/company/hbiionlabs,❌ Company Not Found,,,,Response,high,"From the About page: ""Ion Labs, providing our customers with a great levels of innovation and agility. The team brings decades of experience, making us the US industry-leading expert in the contract development and manufacturing of innovative and complex formulations of dietary supplements.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the About page: ""Ion Labs, providing our customers with a great levels of innovation and agility. The team brings decades of experience, making us the US industry-leading expert in the contract development and manufacturing of innovative and complex formulations of dietary supplements."".",,none,,,,recraOxNIhpIlqTkq,pending,❌ No Job Found,,,,,,,,,,,
Enliven Therapeutics,,"Enliven Therapeutics is a clinical-stage biopharmaceutical company focused on the discovery and development of small molecule therapeutics to help people not only live longer, but live better. Enliven aims to address existing and emerging unmet needs with a precision medicine approach that improves survival and enhances overall well-being. Enliven's discovery process combines deep insights into clinically validated biological targets and differentiated chemistry to design potentially first-in-class or best-in-class therapies.",Biotechnology Research,51-200 employees,Public Company,"Boulder, CO",CO,Boulder,United States,enliventherapeutics.com,https://www.linkedin.com/company/enliventherapeutics,Enliven Therapeutics,76,2019,6029,Response,high,"From the Pipeline page: ""We are focused on the discovery and development of potentially best-in-class or first-in-class small molecule therapeutics.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the Pipeline page: ""We are focused on the discovery and development of potentially best-in-class or first-in-class small molecule therapeutics."".",,none,,,,recCP33s6qmkQ7ctB,pending,❌ No Job Found,,,"""Ian Scott, PhD, FRSC, CChem"",Amy Lever",,,,,,,,
CorePharma,,"CorePharma is a leading U.S.-based contract development and manufacturing organization (CDMO), dedicated to delivering high-quality pharmaceuticals across diverse therapeutic categories. We provide comprehensive, end-to-end solutions—from early-stage drug development to commercial launch and beyond.

With a proven track record of regulatory excellence, CorePharma operates 4 state-of-the-art, FDA- and DEA-registered facilities, spanning 150,000 square feet. Our advanced development, analytical, clinical, and commercial manufacturing and packaging capabilities support an annual production capacity of 5 billion dosage units.

Backed by industry-leading lead times, we accelerate your journey from the lab to the clinic—and ultimately to the patient. At CorePharma, we are committed to being your concept to commercial CDMO platform for success.",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Middlesex, NJ",NJ,Middlesex,United States,corepharma.com,https://www.linkedin.com/company/corepharma-llc,CorePharma,159,1998,5916,Running...,,,,, developing . Verdict:  (confidence: ). Evidence: .,,,,,,recW2qBvsFyF6BT3Z,pending,❌ No Job Found,,,,,,,,,,,
RAPT Therapeutics,,"RAPT is a clinical-stage immunology-based biopharmaceutical company focused on discovering, developing and commercializing novel therapies for patients living with inflammatory and immunological diseases. Utilizing our deep and proprietary expertise in immunology, we develop novel therapies that are designed to modulate the critical immune responses underlying these diseases.",Biotechnology Research,51-200 employees,Public Company,"South San Francisco, California",California,South San Francisco,United States,rapt.com,https://www.linkedin.com/company/rapt,RAPT Therapeutics,134,2015,5895,Response,high,"From the About page: ""Our lead drug candidate, ozureprubart (formerly RPT904), is a half-life extended monoclonal antibody designed to bind free human immunoglobin E (IgE), a key driver of several allergic diseases.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the About page: ""Our lead drug candidate, ozureprubart (formerly RPT904), is a half-life extended monoclonal antibody designed to bind free human immunoglobin E (IgE), a key driver of several allergic diseases."".",,none,,,,reczRRsBuVvrHFfmR,pending,❌ No Job Found,,,"Nipun Davar,Raj Prabu V.,Fangling Lin,""Xinrong Liu, Ph.D.""",,,,,,,,
Groupe PARIMA,,"Groupe PARIMA is a Contract Development and Manufacturing Organization (CDMO), established in 1994. We have developed an expertise in the development and manufacturing of non-sterile liquids, suspensions, and semi-solid drug products. This strategic focus has allowed us to establish a unique expertise to support your product development and manufacturing needs, which, combined to our operational flexibility and commitment to delivering on time, enables us to operate as an extension of your team. Over the years, we have added specialized capabilities such as handling of low-flash point mixtures, and packaging metered-dose sprays (nasal or sublingual), towelettes and sachet/stick/packs.

Our business is 100% free-for-service and exclusively focused on contract services. We are here to help you meet your company objectives, not to compete with you. 

We have been favorably inspected by the European, US, Turkish and Canadian health authorities, and we are manufacturing products for markets in over 30 countries.

Product Development: Formulation Development, Packaging Development, QbD, Process Scale-up, process validation, project management

Analytical Testing: IVRT, HPLC, UPLC, LCMS, Particle Size, Microbiology, Viscosity

Commercial manufacturing for USA, Europe, Canada Turkey, South America, Mexico, Australia, New Zealand, MENA; Serialization, cold-chain

Manufacturing: creams, ointments, lotions, gels, solutions, liquids, suspensions, flammable products (Antiseptic gel), inert atmosphere

Packaging: Bottles, Jars, Sprays, Pumps, Tubes, Airless Pumps Pledgets/towelettes, Nasal Sprays, Sublingual Sprays, Metered-dose delivery,  Syringe applicator (non-sterile), sachets and Stick packs, inert atmosphere",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Montreal, Quebec",Quebec,Montreal,Canada,groupeparima.com,https://www.linkedin.com/company/groupe-parima-inc,Groupe PARIMA,77,1994,7461,Response,high,"From the About Us / Home page: ""Groupe PARIMA is a Contract Development and Manufacturing Organization (CDMO), established in 1994. Over the years, we have developed an expertise in the development and manufacturing of non-sterile liquids, suspensions and semi-solid drug products.""",not applicable,no,"not applicable developing none. Verdict: no (confidence: high). Evidence: From the About Us / Home page: ""Groupe PARIMA is a Contract Development and Manufacturing Organization (CDMO), established in 1994. Over the years, we have developed an expertise in the development and manufacturing of non-sterile liquids, suspensions and semi-solid drug products."".",,none,,,,recGk5NjY3UmMjIPn,pending,❌ No Job Found,,,,,,,,,,,
Rani Therapeutics,,"Rani Therapeutics is a clinical-stage biotech company that has developed a platform technology to enable oral delivery of biologic drugs. Millions of patients with chronic conditions require biologic drugs, the vast majority of which must be injected. We have developed the RaniPillTM technology to replace subcutaneous or IV injections of biologics with an oral pill. The RaniPillTM capsule is designed to deliver an injection to the intestinal wall, where there are no sharp pain receptors, and has achieved bioavailability similar to subcutaneous injections. We believe oral versions of biologics will have the potential to transform medicine and improve outcomes for the millions of patients who currently rely on chronic self-injections.",Biotechnology,51-200 employees,Public Company,"San Jose, California",California,San Jose,United States,ranitherapeutics.com,https://www.linkedin.com/company/rani-therapeutics-llc,Rani Therapeutics,99,2012,5862,Response,high,"From the Technology page: ""The RaniPill® platform has demonstrated clinical proof of concept across 19 different biologic molecules, including peptides, proteins, and monoclonal antibodies, in 146 patients with 233 administrations..."" From the Pipeline page: ""RT-105 is the original RaniPill capsule containing a TNF-α inhibitor antibody for the treatment of psoriatic arthritis."" From the Pipeline page: ""RT-105 Preclinical Target Adalimumab Biosimilar"" and ""RT-111 Ustekinumab Biosimilar"".",platform company,no,"platform company developing none. Verdict: no (confidence: high). Evidence: From the Technology page: ""The RaniPill® platform has demonstrated clinical proof of concept across 19 different biologic molecules, including peptides, proteins, and monoclonal antibodies, in 146 patients with 233 administrations..."" From the Pipeline page: ""RT-105 is the original RaniPill capsule containing a TNF-α inhibitor antibody for the treatment of psoriatic arthritis."" From the Pipeline page: ""RT-105 Preclinical Target Adalimumab Biosimilar"" and ""RT-111 Ustekinumab Biosimilar""..",,none,,,,rec4ieBLAwL8wFxms,pending,❌ No Job Found,,,"Anita Manoj,Son Nguyen",,,,,,,,
